OID_,_id1,OBJECTI2,SEGMENT3,INSTALL4,UPGRADE5,PRE_AMA6,STREET_7,FROM_ST8,TO_STRE9,ROADCLA10,CNPCLAS11,SURFACE12,OWNER13,DIR_LOW14,INFRA_L15,SEPA_LO16,SEPB_LO17,ORIG_LO18,DIR_HIG19,INFRA_H20,SEPA_HI21,SEPB_HI22,ORIG_HI23,BYLAWED24,EDITOR25,LAST_ED26,UPGRADE27,CONVERT28,starx,stary,ex,ey,cex,cey,len,lennorm,OBJECTID,Join_Count,TARGET_FID,_id1_1,CENTREL2,LINEAR_26,LINEAR_27,LINEAR_28,LINEAR_29,LINEAR_30,FROM_IN31,TO_INTE32,ONEWAY_33,ONEWAY_34,FEATURE35,FEATURE36,JURISDI37,CENTREL38,OBJECTI39,MI_PRIN40,lenkm,Shape_Length
1010,1011,1011,1011,2010,0, ,Dufferin St,Peel Ave,Queen St W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.4286442,43.64220842,-79.42920366,43.64381993,-79.42889069,43.64302397,184.7417857,0,152,8,1010,1011,12220963,Dufferin,St,None,None,Dufferin St,13467941,13467883,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,123218,123218,0.054490682,0.001707316
1019,1020,1020,1020,2018,0, ,Lake Shore Blvd W,First St,Norris Cres, , , , , ,Bi-Directional Cycle Track, , , , ,Bi-Directional Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.49849996,43.60226198,-79.49005966,43.61094398,-79.49276044,43.60387762,1348.538264,0,153,23,1019,1020,7530981,Lake Shore,Blvd,W,None,Lake Shore Blvd W,13470182,13470205,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,19635,19635,0.12313687,0.013984587
1020,1021,1021,1021,2017,0, ,Woodbine Ave,Kingston Rd,Hartford Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.30694906,43.67157515,-79.30792662,43.67392851,-79.30743914,43.67275129,273.0986983,0,154,12,1020,1021,14021683,Woodbine,Ave,None,None,Woodbine Ave,13462931,14021685,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,22015,22015,0.148669665,0.002548322
1022,1023,1023,1023,2001,0, ,Gerrard St E,Sherbourne St,Berkeley St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.37223613,43.66122691,-79.3685391,43.6620435,-79.37038728,43.66163368,311.7014678,0,155,17,1022,1023,1143495,Gerrard,St,E,None,Gerrard St E,13464815,13464770,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,28264,28264,0.099404972,0.00378614
1028,1029,1029,1029,2010,0, ,Moore Ave,Beltline Trl,Bayview Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.38070777,43.69476884,-79.37173855,43.69675,-79.37624196,43.69584998,758.0276352,0,156,14,1028,1029,1229,Moore,Ave,None,None,Moore Ave,13458913,13458810,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,27272,27272,0.183707598,0.009201474
1029,1030,1030,1030,2010,0, ,Westhumber Blvd,Martin Grove Rd,Kipling Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.57466032,43.7281397,-79.58672273,43.72602445,-79.58069286,43.72703335,1016.525312,0,157,28,1029,1030,30003059,Westhumber,Blvd,None,None,Westhumber Blvd,30003057,13454302,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,53047,53047,0.177583253,0.012361631
1030,1031,1031,1031,2010,2014, ,Bay St,College St,Dundas St W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.38376619,43.65571596,-79.38585495,43.66081566,-79.38479495,43.65827229,591.1404748,0,158,21,1030,1031,7792579,Bay,St,None,None,Bay St,13465252,13464999,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,18244,18244,0.184463438,0.005511102
1035,1036,1036,1036,2018,2021, ,Thorncliffe Park Dr,Overlea Blvd,Overlea Blvd, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.3498772,43.70500665,-79.3436255,43.70747321,-79.34638075,43.70307814,1386.699292,0,159,19,1035,1036,3244864,Thorncliffe Park,Dr,None,None,Thorncliffe Park Dr,13457408,13457550,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,27697,27697,0.144887005,0.014774645
1036,1037,1037,1037,2018,0, ,Dovehouse Ave,Sentinel Rd,Keele St, , , , , ,Sharrows, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.49324974,43.74860628,-79.48759219,43.74960721,-79.49044667,43.74921881,470.1378471,0,160,11,1036,1037,441442,Dovehouse,Ave,None,None,Dovehouse Ave,13450635,13450671,0,Not One-Way,201500,Local,CITY OF TORONTO,None,48069,48069,0.109474498,0.005752778
1037,1038,1038,1038,2018,0, ,Shoreham Dr,63m East of Black Creek Trl,The Pond Rd, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.51526367,43.77088122,-79.51139915,43.77244242,-79.51343043,43.77197517,365.4943535,0,161,4,1037,1038,30059256,Shoreham,Dr,None,None,Shoreham Dr,13447414,30059255,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,231365,231365,0.185510327,0.004242798
1038,1039,1039,1039,2018,0, ,Chatham Ave,Jones Ave,Greenwood Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.33198009,43.68048858,-79.33986249,43.67917656,-79.33594846,43.6797182,660.1470458,0,162,20,1038,1039,14022830,Chatham,Ave,None,None,Chatham Ave,14022831,13461707,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,24975,24975,0.129019742,0.008044853
1044,1045,1045,1045,2002,0, ,Runnymede Rd,Maria St,Bloor St W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.47630458,43.65113521,-79.48241791,43.6663254,-79.47947377,43.65868586,1758.901601,0,163,49,1044,1045,7973682,Runnymede,Rd,None,None,Runnymede Rd,13466171,13465858,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,4668,4668,0.241718277,0.016383818
1045,1046,1046,1046,2002,2021, ,Fort York Blvd,Lake Shore Blvd W,Bathurst St, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.4006408,43.63884122,-79.40671434,43.63548093,-79.40379491,43.63756005,715.1076578,0,164,15,1045,1046,30013783,Fort York,Blvd,None,None,Fort York Blvd,30013781,14255084,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,219711,219711,0.203316302,0.007991924
1059,1060,1060,1060,2002,2018, ,Martin Grove Rd,50m S Nottinghill Gt,Rathburn Rd, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.55524622,43.65703543,-79.56224716,43.67242228,-79.55875209,43.66472637,1800.479466,0,165,30,1059,1060,909995,Martin Grove,Rd,None,None,Martin Grove Rd,13464013,13463563,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,6415,6415,0.318068586,0.016905748
1066,1067,1067,1067,2017,0, ,Gladstone Ave,Waterloo Ave,Argyle St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42816511,43.64522819,-79.42837661,43.6457552,-79.42827086,43.6454917,60.98940645,0,166,5,1066,1067,10526927,Gladstone,Ave,None,None,Gladstone Ave,13467606,13467533,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,21095,21095,0.060989406,0.000567865
1067,1068,1068,1068,2001,0, ,Lower Sherbourne St, 50 M N Queens Quay Blvd East,Queens Quay Blvd E, , , , , ,Sharrows, , , , ,Cycle Track - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.36542249,43.64518228,-79.36570074,43.6455685,-79.36557094,43.64536881,48.49252579,0,167,4,1067,1068,30087996,Lower Sherbourne,St,None,None,Lower Sherbourne St,13467485,30087995,-1,Against-Digitization,201300,Minor Arterial,CITY OF TORONTO,None,199428,199428,0.055450205,0.00047684
1068,1069,1069,1069,2001,2021, ,Bloor St E,Sherbourne St,Parliament St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.37123215,43.67189314,-79.37685429,43.67235855,-79.37403603,43.67225023,460.4822843,0,168,10,1068,1069,1141663,Bloor,St,E,None,Bloor St E,13463056,13463068,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,199772,199772,0.084958105,0.005668594
1069,1070,1070,1070,2018,0, ,Renforth Dr,Gentian Dr,Eglinton Ave W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.58562413,43.66489174,-79.58767597,43.66610096,-79.58655587,43.66572,221.6217842,0,169,9,1069,1070,910246,Renforth,Dr,None,None,Renforth Dr,13464781,13464661,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,236972,236972,0.095469774,0.002461567
1070,1071,1071,1071,2001,0, ,Davenport Rd,Hector Ave,Spadina Rd, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.40813089,43.67741656,-79.42407972,43.6753233,-79.41610797,43.67672786,1324.855623,0,170,25,1070,1071,10872624,Davenport,Rd,None,None,Davenport Rd,13462439,13462648,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,14497,14497,0.353310274,0.016205584
1071,1072,1072,1072,2001,2020, ,Davenport Rd,Dovercourt Rd,Ossington Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.4309835,43.6747227,-79.4346508,43.67429064,-79.43282227,43.67454326,299.7780501,0,171,15,1071,1072,8023039,Davenport,Rd,None,None,Davenport Rd,13462867,13462886,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,14686,14686,0.071242816,0.003693753
1072,1073,1073,1073,2001,2020, ,Davenport Rd,St Clarens Ave,Mc Farland Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.44211164,43.67273252,-79.4474905,43.67169612,-79.44478953,43.67215752,449.0312256,0,172,16,1072,1073,14013546,Davenport,Rd,None,None,Davenport Rd,14013547,13463208,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,8931,8931,0.096048189,0.005479313
1073,1074,1074,1074,2001,2020, ,Davenport Rd,Foundry Ave,St Clarens Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.4474905,43.67169612,-79.44941945,43.67137402,-79.44845458,43.67153267,159.6292619,0,173,8,1073,1074,20058690,Davenport,Rd,None,None,Davenport Rd,13463350,20058692,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,43191,43191,0.09225416,0.001955667
1074,1075,1075,1075,2001,2020, ,Davenport Rd,Bristol Ave,Dovercourt Rd, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.4346508,43.67429064,-79.43952557,43.67332248,-79.43711195,43.67397827,410.4265906,0,174,11,1074,1075,8022946,Davenport,Rd,None,None,Davenport Rd,13462886,13462916,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,13906,13906,0.104306532,0.004989723
1075,1076,1076,1076,2001,2020, ,Davenport Rd,Mc Farland Ave,Bristol Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.43952557,43.67332248,-79.44211164,43.67273252,-79.44081922,43.67303021,218.6138519,0,175,10,1075,1076,14013502,Davenport,Rd,None,None,Davenport Rd,13463123,14013504,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,14364,14364,0.073286848,0.002652518
1078,1079,1079,1079,2006,0, ,Strachan,Adelaide St W,King St W, , , , , ,Sharrows, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, ,2018,-79.41197064,43.64204257,-79.41245445,43.64334142,-79.41221254,43.64269199,149.4952649,0,176,7,1078,1079,1146721,Strachan,Ave,None,None,Strachan Ave,13467971,13467819,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,240154,240154,0.149495265,0.001386027
1080,1081,1081,1081,2003,2020, ,Dundas St E,Broadview Ave,Kingston Rd, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35136106,43.66246732,-79.31118217,43.66997417,-79.33140489,43.66680652,3377.050812,0,177,130,1080,1081,7576983,Dundas,St,E,None,Dundas St E,13464409,13464254,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,125124,125124,0.209405685,0.041088443
1081,1082,1082,1082,2003,2020, ,Shuter St,Bond St,Sherbourne St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.37762865,43.65456412,-79.37012259,43.65616273,-79.37387709,43.65537031,631.0576967,0,178,29,1081,1082,1144474,Shuter,St,None,None,Shuter St,13465816,13465773,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,24838,24838,0.110977669,0.007674674
1087,1088,1088,1088,2004,2019, ,Royal York Rd,Bloor St W,Lake Shore Blvd W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.49316585,43.60365161,-79.51136332,43.64736297,-79.50227278,43.62550375,5086.605439,0,179,129,1087,1088,10142922,Royal York,Rd,None,None,Royal York Rd,13469002,13468685,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,20132,20132,0.346864486,0.047541293
1088,1089,1089,1089,2004,0, ,Sheppard Ave E,142.9 M W Twyn Rivers Dr,Kingston Rd, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.16743189,43.80913163,-79.14622342,43.79892474,-79.15694492,43.80383301,2070.495518,0,180,28,1088,1089,30019607,Sheppard,Ave,E,None,Sheppard Ave E,30019605,13442586,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,74705,74705,0.317188589,0.023704088
1096,1097,1097,1097,2004,0, ,Sheppard Ave E,Morningside Ave,Meadowvale Rd Trl, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.19977182,43.80197459,-79.17099441,43.80833659,-79.1853959,43.80521954,2421.367587,0,181,24,1096,1097,5439765,Sheppard,Ave,E,None,Sheppard Ave E,13443095,13442992,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,36993,36993,0.412275144,0.02947377
1098,1099,1099,1099,2004,2021, ,Birmingham St,Kipling Ave,Islington Ave, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, ,2006,-79.5063085,43.6032671,-79.5180236,43.60068263,-79.5121679,43.60198337,988.5422363,0,182,36,1098,1099,6947337,Birmingham,St,None,None,Birmingham St,13470374,13470379,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,19107,19107,0.100251434,0.01199704
1108,1109,1109,1109,2005,0, ,Cosburn Ave,Broadview Ave,Coxwell Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.35526622,43.68854719,-79.3280183,43.69413654,-79.34162504,43.69118746,2303.699683,0,183,62,1108,1109,20044957,Cosburn,Ave,None,None,Cosburn Ave,13460103,20044959,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,44220,44220,0.328598592,0.027965088
1109,1110,1110,1110,2005,2008, ,Logan Ave,Gerrard St E,Dundas St E, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.34385688,43.66392478,-79.34519555,43.667095,-79.34452996,43.66550836,368.4552664,0,184,18,1109,1110,1142880,Logan,Ave,None,None,Logan Ave,13464239,13464012,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,24867,24867,0.152140598,0.003442007
1110,1111,1111,1111,2005,0, ,Cherry St,Richmond St E,Mill St, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, ,2014,-79.35739204,43.65132984,-79.3584043,43.6550065,-79.35818322,43.65310026,427.1827538,0,185,16,1110,1111,30074734,Cherry,St,None,None,Cherry St,30074732,13465897,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,183529,183529,0.02149263,0.003989338
1111,1112,1112,1112,2005,2016, ,Cosburn Ave,Coxwell Ave,Oak Park Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.3280183,43.69413654,-79.31231756,43.69692569,-79.32021394,43.69582149,1313.917258,0,186,35,1111,1112,7846484,Cosburn,Ave,None,None,Cosburn Ave,13458965,13458820,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,27995,27995,0.250506839,0.016018711
1117,1118,1118,1118,2013,0, ,Victoria Park Ave,Crescent Town Rd,Denton Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.28902203,43.69286919,-79.29048449,43.69655054,-79.28974369,43.69471297,425.7980005,0,187,7,1117,1118,1185,Victoria Park,Ave,None,None,Victoria Park Ave,13458821,13458442,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,23103,23103,0.235904716,0.003963127
1122,1123,1123,1123,2006,2018, ,Strachan Ave,King St W,Lake Shore Blvd W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.40874585,43.63444297,-79.41197064,43.64204257,-79.41040244,43.63822452,886.3931228,0,188,26,1122,1123,30103011,Strachan,Ave,None,None,Strachan Ave,13468762,13468621,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,212253,212253,0.160182856,0.00829459
1127,1128,1128,1128,2013,0, ,Esther Shiner Blvd,Provost Dr,Old Leslie St, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.37047998,43.76834032,-79.36620744,43.76932213,-79.36835528,43.76887702,361.2434061,0,189,6,1127,1128,30005949,Esther Shiner,Blvd,None,None,Esther Shiner Blvd,30005930,30005900,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,219841,219841,0.255496663,0.004386323
1128,1129,1129,1129,2013,2019, ,Royal York Rd,Royal York Crt,Dundas St W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.51630385,43.65830422,-79.51711752,43.66030886,-79.51672166,43.65930224,232.2205088,0,190,12,1128,1129,910583,Royal York,Rd,None,None,Royal York Rd,13465596,13465360,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,172491,172491,0.168498441,0.002163853
1129,1130,1130,1130,2003,2020, ,River St,Queen St E,King St E, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35615858,43.65686863,-79.35653097,43.65737512,-79.35636546,43.65710367,63.99322307,0,191,6,1129,1130,30124442,River,St,None,None,River St,13465557,13465478,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,228315,228315,0.063993223,0.000631307
1130,1131,1131,1131,2007,0, ,Lawrence Ave E,East Ave,Rouge Hill Dr, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, ,2022,-79.13161896,43.78070594,-79.12199142,43.78984766,-79.12635536,43.78485733,1307.301134,0,192,18,1130,1131,14123511,Lawrence,Ave,E,None,Lawrence Ave E,13445495,14123513,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,35399,35399,0.126897589,0.01356142
1131,1132,1132,1132,2019,2020, ,Scarlett Rd,Bernice Cres,100m S of Edenbridge Dr, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.4995524,43.66690591,-79.50822334,43.67994102,-79.5043141,43.67320076,1628.889777,0,193,40,1131,1132,9241,Scarlett,Rd,None,None,Scarlett Rd,13463641,13463344,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,7495,7495,0.193553143,0.015954434
1132,1133,1133,1133,2001,2019, ,Hoskin Ave,St George St,Queens Park Cres W, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.3984447,43.66410945,-79.39389737,43.66502124,-79.39617751,43.66459664,381.0330953,0,194,10,1132,1133,8128835,Hoskin,Ave,None,None,Hoskin Ave,13464351,13464402,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,16779,16779,0.12800325,0.004641401
1133,1134,1134,1134,2015,2020, ,Adelaide St E,Yonge St,Parliament St, , , , , , , , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.37847007,43.65040748,-79.36359862,43.65356402,-79.37095168,43.65163461,1266.471949,0,195,46,1133,1134,8352220,Adelaide,St,E,None,Adelaide St E,13466341,13466300,1,Follow-Digitization,201200,Major Arterial,CITY OF TORONTO,None,24009,24009,0.102467355,0.015318702
1134,1135,1135,1135,2014,2020, ,Adelaide St W,Bathurst St,Simcoe St, , , , , , , , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.38662133,43.64863825,-79.40323373,43.64519201,-79.39492041,43.64688246,1393.980302,0,196,47,1134,1135,14036065,Adelaide,St,W,None,Adelaide St W,14036066,13467393,-1,Against-Digitization,201200,Major Arterial,CITY OF TORONTO,None,16281,16281,0.166388098,0.016966551
1135,1136,1136,1136,2015,2020, ,Adelaide St W,Simcoe St,University Ave, , , , , , , , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.38555634,43.64886925,-79.38662133,43.64863825,-79.38608881,43.64875363,89.6732374,0,197,7,1135,1136,7929431,Adelaide,St,W,None,Adelaide St W,13466931,13466978,-1,Against-Digitization,201200,Major Arterial,CITY OF TORONTO,None,120892,120892,0.089676262,0.001089764
1136,1137,1137,1137,2015,2020, ,Adelaide St W,University Ave,Yonge St, , , , , , , , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.37847007,43.65040748,-79.38550628,43.64888024,-79.38198836,43.64964474,592.4916634,0,198,17,1136,1137,10222906,Adelaide,St,W,None,Adelaide St W,13466789,13466858,-1,Against-Digitization,201200,Major Arterial,CITY OF TORONTO,None,17932,17932,0.166585333,0.007200155
1137,1138,1138,1138,2003,2020, ,River St,Gerrard St E,Queen St E, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35653097,43.65737512,-79.35924495,43.66370745,-79.3578835,43.66054312,736.8467855,0,199,33,1137,1138,20041402,River,St,None,None,River St,20041403,13465144,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,40108,40108,0.068458678,0.006889684
1138,1139,1139,1139,2001,2015, ,Colborne Lodge Dr,West Rd,331.3 M N The Queensway, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.46516663,43.64522597,-79.4620772,43.64181674,-79.46400602,43.64317191,496.2444014,0,200,16,1138,1139,30042177,Colborne Lodge,Dr,None,None,Colborne Lodge Dr,30041471,30042176,-1,Against-Digitization,201600,Other,CITY OF TORONTO,None,125688,125688,0.109524146,0.005131654
1139,1140,1140,1140,2001,0, ,Strathcona Ave,Pape Ave,Blake St, , , , , ,Signed Route (No Pavement Markings), , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.34361096,43.67587811,-79.34000368,43.67664731,-79.34181425,43.67629348,303.3992322,0,201,9,1139,1140,13498915,Strathcona,Ave,None,None,Strathcona Ave,13462392,13498917,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,25671,25671,0.199494026,0.003689821
1140,1141,1141,1141,2007,0, ,Logan Ave,Eastern Ave,205 M S Eastern Ave, , , , , ,Signed Route (No Pavement Markings), , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.34139787,43.65787815,-79.34066397,43.65611009,-79.34103091,43.65699412,205.1679854,0,202,8,1140,1141,30017395,Logan,Ave,None,None,Logan Ave,30017393,14037440,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,72690,72690,0.155711944,0.001914325
1141,1142,1142,1142,2014,0, ,Havelock St,Sylvan Ave,Lindsey Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42993496,43.65421854,-79.43036081,43.65529467,-79.43014788,43.65475661,124.4010969,0,203,5,1141,1142,8393033,Havelock,St,None,None,Havelock St,13466151,13466002,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,237141,237141,0.124071534,0.001157323
1142,1143,1143,1143,2015,0, ,Dixon Ave,Kingston Rd,Lockwood Rd, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.31118217,43.66997417,-79.30988925,43.66965253,-79.31053571,43.66981335,110.2276472,0,204,6,1142,1143,1141960,Dixon,Ave,None,None,Dixon Ave,13463293,13463341,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,21564,21564,0.110227647,0.001332331
1143,1144,1144,1144,2015,0, ,Florence St,Brock Ave,Sheridan Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.43202068,43.64556308,-79.43391893,43.64549186,-79.43295105,43.64559776,161.1335712,0,205,7,1143,1144,14017043,Florence,St,None,None,Florence St,13467573,14017047,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,187690,187690,0.113669125,0.001951572
1144,1145,1145,1145,2015,0, ,Stanley Ave,Royal York Rd,Superior Ave, , , , , ,Sharrows - Wayfinding, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.49102846,43.61535467,-79.49763501,43.61432418,-79.49437592,43.61504186,567.5052839,0,206,16,1144,1145,7569815,Stanley,Ave,None,ET,Stanley Ave,13470010,13470025,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,18805,18805,0.152789798,0.006841277
1145,1146,1146,1146,2015,0, ,Argyle St,Dovercourt Rd,15m West of Ossington Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42002279,43.64688809,-79.42347266,43.64619178,-79.42174711,43.64653684,288.8949456,0,207,11,1145,1146,30096188,Argyle,St,None,None,Argyle St,13467360,30096187,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,207338,207338,0.128090183,0.003519477
1146,1147,1147,1147,2016,0, ,Havelock St,Lindsey Ave,College St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42945101,43.65296412,-79.42993496,43.65421854,-79.42969299,43.65359133,144.7377675,0,208,5,1146,1147,1145031,Havelock,St,None,None,Havelock St,13466347,13466151,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,13632,13632,0.144737075,0.001344537
1147,1148,1148,1148,2017,0, ,Denison Ave,Wales Ave,Queen St W, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.40059705,43.64788791,-79.40268781,43.65311147,-79.40165926,43.65049286,604.4153675,0,209,26,1147,1148,14019403,Denison,Ave,None,None,Denison Ave,13467002,14019405,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,18388,18388,0.037378842,0.005626988
