OID_,_id1,OBJECTI2,SEGMENT3,INSTALL4,UPGRADE5,PRE_AMA6,STREET_7,FROM_ST8,TO_STRE9,ROADCLA10,CNPCLAS11,SURFACE12,OWNER13,DIR_LOW14,INFRA_L15,SEPA_LO16,SEPB_LO17,ORIG_LO18,DIR_HIG19,INFRA_H20,SEPA_HI21,SEPB_HI22,ORIG_HI23,BYLAWED24,EDITOR25,LAST_ED26,UPGRADE27,CONVERT28,starx,stary,ex,ey,cex,cey,len,lennorm,OBJECTID,Join_Count,TARGET_FID,_id1_1,CENTREL2,LINEAR_26,LINEAR_27,LINEAR_28,LINEAR_29,LINEAR_30,FROM_IN31,TO_INTE32,ONEWAY_33,ONEWAY_34,FEATURE35,FEATURE36,JURISDI37,CENTREL38,OBJECTI39,MI_PRIN40,lenkm,Shape_Length
1210,1211,1211,1211,2020,0, ,Huntingwood Dr,Victoria Park Ave,Kilkenny Dr, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.32539531,43.78035202,-79.31728946,43.78350071,-79.3212126,43.78141188,758.6733562,0,269,26,1210,1211,3093037,Huntingwood,Dr,None,None,Huntingwood Dr,13445899,13445853,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,32670,32670,0.118549955,0.008844677
1211,1212,1212,1212,2020,0, ,Huntingwood Dr,Kilkenny Dr,Ridgecrest Dr, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.31728946,43.78350071,-79.31521499,43.7844899,-79.31630965,43.78409067,201.8565938,0,270,9,1211,1212,30089905,Huntingwood,Dr,None,None,Huntingwood Dr,30089903,13445511,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,227284,227284,0.010530526,0.002313964
1212,1213,1213,1213,2009,2020, ,Conlins Rd,Canmore Blvd,Ellesmere Rd, , , , , ,Bike Lane - Buffered, , , , ,Bike Lane - Buffered, , , , , ,2023-01-16T19:53:01, , ,-79.18325708,43.78785189,-79.18525467,43.79296986,-79.1841771,43.79044387,592.3015015,0,271,10,1212,1213,6461264,Conlins,Rd,None,None,Conlins Rd,13444534,13444181,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,36469,36469,0.330514325,0.00551595
1213,1214,1214,1214,2001,2020, ,Gerrard St W,Elizabeth St,Bay St, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.38489385,43.65851072,-79.38641551,43.65817393,-79.38565339,43.65833668,128.3288845,0,272,9,1213,1214,7792635,Gerrard,St,W,None,Gerrard St W,13465361,13465395,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,235265,235265,0.067930566,0.001558535
1214,1215,1215,1215,2020,0, ,Dundas St W,Aukland Rd,Bloor St W, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.53764011,43.63897731,-79.5323651,43.64264147,-79.53478855,43.64044672,660.9592675,0,273,13,1214,1215,30121660,Dundas,St,W,None,Dundas St W,13468097,30121659,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,225919,225919,0.222610282,0.007258852
1215,1216,1216,1216,2020,0, ,Dundas St W,Dunbloor Rd,Summerland Ter, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.53345719,43.64360101,-79.53296644,43.64413733,-79.53321181,43.64386917,71.54410226,0,274,4,1215,1216,30012613,Dundas,St,W,None,Dundas St W,30012611,13467982,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,226634,226634,0.071544656,0.000726963
1216,1217,1217,1217,2020,0, ,Dunbloor Rd,Bloor St W,Dundas St W, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.5323651,43.64264147,-79.53345719,43.64360101,-79.53287092,43.64317683,139.1354051,0,275,7,1216,1217,20230567,Dundas,St,W,None,Dundas St W,20230568,13467982,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,226635,226635,0.070024784,0.001462788
1217,1218,1218,1218,2020,0, ,Kipling Ave,St Albans Rd,Dundas W Kipling N Ramp, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.53427151,43.63908615,-79.53580483,43.64279864,-79.53502032,43.6409496,430.6623117,0,276,15,1217,1218,8731008,Kipling,Ave,None,None,Kipling Ave,13468211,13468086,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,2141,2141,0.117125759,0.00401713
1218,1219,1219,1219,2020,0, ,Bloor St W,Beamish Dr,Resurrection Rd, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.537339,43.64138198,-79.53081571,43.64303677,-79.53405598,43.64212926,558.0936642,0,277,15,1218,1219,911885,Bloor,St,W,None,Bloor St W,13468097,13468187,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,226629,226629,0.144463274,0.006733898
1219,1220,1220,1220,2001,0, ,Gerrard St E,Church St,Jarvis St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, ,2016,-79.37853555,43.65985789,-79.37589958,43.66043938,-79.37721542,43.66013855,222.2375018,0,278,12,1219,1220,1143800,Gerrard,St,E,None,Gerrard St E,13465140,13465079,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,18340,18340,0.125500968,0.002699445
1220,1221,1221,1221,2015,0, ,Argyle St,Givins St,Shaw St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, ,2020,-79.41732271,43.6474377,-79.41855668,43.64719676,-79.41794179,43.64732711,103.1177295,0,279,6,1220,1221,1146047,Argyle,St,None,None,Argyle St,13467241,13467279,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,17101,17101,0.103117772,0.001257444
1221,1222,1222,1222,2001,0, ,Rathburn Rd,Martin Grove Rd,Ravenscrest Dr, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.54955408,43.65838865,-79.55524495,43.65703576,-79.55239803,43.65770525,483.1350518,0,280,12,1221,1222,30008904,Rathburn,Rd,None,None,Rathburn Rd,13465753,30008903,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,54865,54865,0.221390062,0.005850126
1222,1223,1223,1223,2020,0, ,Huntingwood Dr,Commander Blvd,McCowan Rd, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.26262013,43.79866347,-79.26961084,43.79809611,-79.26609251,43.79804773,577.2249027,0,281,8,1222,1223,105273,Huntingwood,Dr,None,None,Huntingwood Dr,13443617,13443600,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,221139,221139,0.350434193,0.007086856
1223,1224,1224,1224,2003,2016, ,Shuter St,Yonge St,Bond St, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.37997398,43.6540628,-79.37762865,43.65456412,-79.37880166,43.65431504,197.230085,0,282,14,1223,1224,1144690,Shuter,St,None,None,Shuter St,13466034,13466016,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,17430,17430,0.052172444,0.002398334
1224,1225,1225,1225,2008,2020, ,Dawes Rd,Secord Ave,Danforth Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.29677164,43.68930505,-79.29722679,43.6935324,-79.29699839,43.69141817,471.3387435,0,283,23,1224,1225,10364340,Dawes,Rd,None,None,Dawes Rd,13459640,13459458,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,22978,22978,0.100933631,0.004255575
1229,1230,1230,1230,2015,0, ,Argyle St,Ossington Ave,17m East of Ossington Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, ,2020,-79.41963646,43.6469708,-79.41983944,43.64692697,-79.41973795,43.64694888,17.08531456,0,284,4,1229,1230,30121224,Argyle,St,None,None,Argyle St,30121222,13467337,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,225501,225501,0.029212997,0.000207659
1230,1231,1231,1231,2015,0, ,Argyle St,15m West of Ossington Ave,Ossington Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.41983944,43.64692697,-79.42002279,43.64688809,-79.41993111,43.64690753,15.41030523,0,285,4,1230,1231,10863972,Argyle,St,None,None,Argyle St,13467337,13467360,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,20970,20970,0.060336129,0.000187424
1239,1240,1240,1240,2001,2020, ,Davenport Rd,Ossington Ave,Hector Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.42407972,43.6753233,-79.4309835,43.6747227,-79.42751929,43.67477635,564.1822348,0,286,17,1239,1240,8007458,Davenport,Rd,None,None,Davenport Rd,13462760,13462794,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,15324,15324,0.168402762,0.006952722
1240,1241,1241,1241,2001,2020, ,Shaw St,Harbord St,Dewson St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42095487,43.6566296,-79.42188406,43.65903651,-79.42141783,43.65783369,277.7264075,0,287,7,1240,1241,14018448,Shaw,St,None,None,Shaw St,14018451,13465766,-1,Against-Digitization,201400,Collector,CITY OF TORONTO,None,214372,214372,0.06949597,0.00258004
1241,1242,1242,1242,2020,1, ,Bloor St W,Queen's Park,Yonge St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.3867563,43.67024308,-79.39414141,43.66872026,-79.39044764,43.66947575,619.185372,0,288,18,1241,1242,8408494,Bloor,St,W,None,Bloor St W,13463489,13463548,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,15909,15909,0.124801302,0.007540551
1242,1243,1243,1243,2008,0, ,Wellesley St E,Sherbourne St,Ontario St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, ,2014,-79.37468392,43.66709451,-79.37219784,43.66763713,-79.37344138,43.66736814,209.3776157,0,289,9,1242,1243,7684141,Wellesley,St,E,None,Wellesley St E,13463922,13463868,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,25177,25177,0.132101695,0.002544608
1243,1244,1244,1244,2020,1, ,Bloor St E,Yonge St,Church St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.38315235,43.67103217,-79.3867563,43.67024308,-79.38495488,43.67064015,303.5895386,0,290,9,1243,1244,30018012,Yonge,St,None,None,Yonge St,13463608,13463436,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,232146,232146,0.099734542,0.003689335
1244,1245,1245,1245,2018,2020, ,Shoreham Dr,97m West of Black Creek Trl,63m East of Black Creek Trl, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.51669802,43.76987094,-79.51526367,43.77088122,-79.51595495,43.77033458,161.4881715,0,291,4,1244,1245,30006902,Shoreham,Dr,None,None,Shoreham Dr,30006900,13447681,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,231375,231375,0.048422273,0.001758709
1245,1246,1246,1246,2007,0, ,Lawrence Ave E,Port Union Rd,East Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, ,2019,-79.13667579,43.77960242,-79.13161896,43.78070594,-79.13414688,43.78015189,425.1485022,0,292,10,1245,1246,13499222,Lawrence,Ave,E,None,Lawrence Ave E,13499223,13445495,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,35173,35173,0.109218734,0.005175846
1247,1248,1248,1248,2021,0, ,Bay St,Lake Shore Blvd W,Front St W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.37782375,43.643007,-79.37913498,43.64598706,-79.37847193,43.64450027,347.6020689,0,293,12,1247,1248,7929256,Bay,St,None,None,Bay St,13467765,13467610,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,180616,180616,0.15100952,0.003255929
1248,1249,1249,1249,2001,0, ,Bloor St E,Castle Frank Rd,Prince Edward Viaduct, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, ,0,-79.3682041,43.67377549,-79.36673589,43.67466946,-79.36750548,43.67427236,155.6686499,0,294,7,1248,1249,8571185,Bloor,St,E,None,Bloor St E,13462813,13462709,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,221801,221801,0.094162601,0.00172867
1249,1250,1250,1250,2021,0, ,Brant St,Adelaide St W,A point 17m South of Richmond St W, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.39815134,43.64623264,-79.39859347,43.6473237,-79.39836692,43.64678033,126.3662087,0,295,7,1249,1250,30096486,Brant,St,None,None,Brant St,30096484,13467291,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,220908,220908,0.054998767,0.001177308
1250,1251,1251,1251,2021,0, ,Brant St,A point 17m South of Richmond St W,Richmond St W, , , , , ,Bike Lane, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.39859347,43.6473237,-79.39865688,43.6474745,-79.39862517,43.6473991,17.51860089,0,296,3,1250,1251,7930872,Brant,St,None,None,Brant St,13467291,13467191,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,220906,220906,0.072218281,0.000163592
1251,1252,1252,1252,2021,0, ,Brunswick Ave,A point 40m North of College St,Ulster St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.40419425,43.65756123,-79.40534079,43.66055246,-79.40472602,43.6590741,345.0784785,0,297,6,1251,1252,30135292,Brunswick,Ave,None,None,Brunswick Ave,30017210,30135291,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,236521,236521,0.306213144,0.003205109
1253,1254,1254,1254,2021,0, ,Bayview Ave,Queen St E,River St, , , , , , , , , , ,Bi-Directional Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35481726,43.6577689,-79.35735498,43.6658689,-79.35613345,43.66180556,923.4829939,0,298,18,1253,1254,30073977,Bayview,Ave,None,"TO, EY, NY",Bayview Ave,13465413,13465040,-1,Against-Digitization,201200,Major Arterial,CITY OF TORONTO,None,228425,228425,0.270834822,0.008496847
1254,1255,1255,1255,2016,2021, ,Lawren Harris Sq,Lower River St,Bayview Ave, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35354999,43.65498394,-79.35449797,43.65525061,-79.35402516,43.65511322,82.024961,0,299,0,1254,1255,,,,,,,,,,,,Major Arterial,,,,,,0.000984869
1255,1256,1256,1256,2021,0, ,Yonge St,Hayden St,Davisville Ave, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.39664271,43.69830121,-79.38641869,43.66935132,-79.3922163,43.68353921,3376.199751,0,300,99,1255,1256,30086604,Yonge,St,None,None,Yonge St,13459535,30086603,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,197641,197641,0.370833069,0.031415625
1258,1259,1259,1259,2021,0, ,Winona Dr,Gloucester Grv S,Belvidere Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.4383616,43.69643819,-79.43720309,43.69354528,-79.43777961,43.69499272,334.73516,0,301,14,1258,1259,7858,Winona,Dr,None,None,Winona Dr,13459415,13459178,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,11239,11239,0.144232357,0.003116579
1259,1260,1260,1260,2021,0, ,Winona Dr,Belvidere Ave,Vaughan Rd, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.43720309,43.69354528,-79.43576666,43.68991547,-79.43649831,43.69172515,419.6151423,0,302,10,1259,1260,30128879,Winona,Dr,None,None,Winona Dr,13460056,30096302,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,232654,232654,0.289545275,0.003904059
1261,1262,1262,1262,2021,0, ,Winona Dr,Dundurn Cres,Barrie Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.43355815,43.68243001,-79.43269718,43.68079659,-79.43322914,43.6815711,201.3076048,0,303,10,1261,1262,8903,Winona,Dr,None,None,Winona Dr,13461729,13461573,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,15722,15722,0.105099743,0.001926128
1262,1263,1263,1263,2021,0, ,Winona Dr,Vaughan Rd,Dundurn Cres, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.43576666,43.68991547,-79.43355815,43.68243001,-79.4343027,43.68625199,895.3152656,0,304,28,1262,1263,14067358,Winona,Dr,None,None,Winona Dr,13460449,14067360,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,12730,12730,0.168048813,0.008456469
1266,1267,1267,1267,2014,2020, ,Richmond St W,65 M E Bathurst St,Augusta Ave, , , , , , , , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, ,1,-79.39938655,43.64733972,-79.40298153,43.64662006,-79.40118076,43.64696268,300.8901234,0,305,13,1266,1267,14025535,Richmond,St,W,None,Richmond St W,13467242,14025537,1,Follow-Digitization,201200,Major Arterial,CITY OF TORONTO,None,17910,17910,0.040809308,0.003666492
1267,1268,1268,1268,2014,2021, ,Richmond St W,Augusta Ave,Brant St, , , , , , , , , , ,Bi-Directional Cycle Track, , , , , ,2023-01-16T19:53:01, ,1,-79.39865688,43.64747451,-79.39938655,43.64733972,-79.39902171,43.64740711,60.7441195,0,306,5,1267,1268,7930873,Richmond,St,W,None,Richmond St W,13467191,13467221,1,Follow-Digitization,201200,Major Arterial,CITY OF TORONTO,None,238965,238965,0.05973148,0.000742009
1268,1269,1269,1269,2021,0, ,Davenport Rd,Bay St,Yonge St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.39118507,43.67349628,-79.38786647,43.67287384,-79.38953964,43.67293302,290.2944714,0,307,10,1268,1269,30076945,Davenport,Rd,None,None,Davenport Rd,13463015,13463012,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,234204,234204,0.125823187,0.003478938
1269,1270,1270,1270,2021,0, ,Evelyn Wiggins Dr,Assiniboine Rd,Murrary Ross Pkwy, , , , , , , , , , ,Bi-Directional Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.49624298,43.76946243,-79.49418771,43.76625718,-79.4953368,43.76777108,394.6124465,0,308,4,1269,1270,30020847,Columbia,Gt,None,None,Columbia Gt,30020845,13448189,0,Not One-Way,201500,Local,CITY OF TORONTO,None,180834,180834,0.01337257,0.003833699
1270,1271,1271,1271,2021,0, ,Murray Ross Pkwy,Evelyn Wiggins Dr,Keele St, , , , , , , , , , ,Bi-Directional Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.49429688,43.76634789,-79.49203826,43.76731412,-79.49327639,43.76702977,218.2865335,0,309,7,1270,1271,20149132,Murray Ross,Pkwy,None,None,Murray Ross Pkwy,13448065,20149134,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,185150,185150,0.19527047,0.002512842
1273,1274,1274,1274,2021,0, ,Woodfield Rd,Fairford Ave,Queen St E, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.32487782,43.67404009,-79.32127503,43.66527625,-79.32308156,43.66965603,1016.148672,0,310,21,1273,1274,14022648,Woodfield,Rd,None,None,Woodfield Rd,14022650,14022651,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,237810,237810,0.143031769,0.009475594
1277,1278,1278,1278,2022,0, ,Sentinel Rd,Sheppard Ave W,Dovehouse Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.49183609,43.74363324,-79.49323559,43.74859045,-79.4925168,43.74611305,566.3139889,0,311,13,1277,1278,10133008,Sheppard,Ave,W,None,Sheppard Ave W,13451388,13451553,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,55484,55484,0.452774416,0.005210393
1285,1286,1286,1286,2021,0, ,Winona Dr,Barrie Ave,St Clair Ave W, , , , , ,Sharrows, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.43269718,43.68079659,-79.43249702,43.6802593,-79.43259734,43.68052785,61.83995542,0,312,7,1285,1286,1140375,Winona,Dr,None,None,Winona Dr,13461822,13461731,0,Not One-Way,201500,Local,CITY OF TORONTO,None,226837,226837,0.059885477,0.000573369
1286,1287,1287,1287,2021,0, ,Villiers St,Cherry St,Saulter St S, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35382664,43.64681819,-79.34361758,43.65124134,-79.34872425,43.6490347,959.1521012,0,313,11,1286,1287,14066690,Cherry,St,None,None,Cherry St,13467444,13467182,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,238404,238404,0.201409677,0.011126384
1287,1288,1288,1288,2021,0, ,Saulter St S,Villiers St,Commissioners St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.34361758,43.65124134,-79.34238035,43.64966308,-79.34299896,43.65045221,201.7713346,0,314,6,1287,1288,1145390,Commissioners,St,None,None,Commissioners St,13466690,13466520,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,227412,227412,0.217245936,0.002005404
1288,1289,1289,1289,2021,0, ,Commissioners St,Saulter St S,Carlaw Ave, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.34238035,43.64966308,-79.33552363,43.65259984,-79.33894494,43.6511151,642.2436008,0,315,11,1288,1289,1144859,Carlaw,Ave,None,None,Carlaw Ave,13466194,13465837,0,Not One-Way,201300,Minor Arterial,CITY OF TORONTO,None,239845,239845,0.306145343,0.007459298
1290,1291,1291,1291,2001,2013, ,Shaw St,Dewson St,College St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42026716,43.65489359,-79.42095487,43.6566296,-79.42061095,43.65576162,200.7001269,0,316,11,1290,1291,14018450,Shaw,St,None,None,Shaw St,14018452,14018451,-1,Against-Digitization,201400,Collector,CITY OF TORONTO,None,214393,214393,0.082991526,0.001867267
1291,1292,1292,1292,2001,2013, ,Shaw St,Harrison St,Dundas St W, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.4182884,43.64982534,-79.41893452,43.65143327,-79.41861146,43.65062931,186.0992604,0,317,10,1291,1292,14019392,Shaw,St,None,None,Shaw St,13466833,14019394,-1,Against-Digitization,201400,Collector,CITY OF TORONTO,None,214395,214395,0.063882872,0.001732893
1292,1293,1293,1293,2020,0, ,Bloor St W,Symington Ave,Shaw St, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.42326859,43.66250994,-79.44776386,43.65730366,-79.43550467,43.65985361,2059.162447,0,318,70,1292,1293,1144219,Bloor,St,W,None,Bloor St W,13465512,13465558,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,9471,9471,0.105551502,0.025044993
1293,1294,1294,1294,2021,0, ,Eglinton Ave E,Don Mills Rd,Birchmount Rd, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.33885891,43.72048573,-79.27784454,43.72994657,-79.30834814,43.72523891,5136.544874,0,319,67,1293,1294,30135395,Don Mills,Rd,None,None,Don Mills Rd,13454752,30135394,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,236580,236580,0.145898257,0.062471343
1294,1295,1295,1295,2020,0, ,Roxton Rd,Dewson St,Dewson St, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.42215471,43.65638951,-79.42252736,43.65732894,-79.42234103,43.65685922,108.6190148,0,320,5,1294,1295,9422235,Roxton,Rd,None,None,Roxton Rd,13465804,13465644,1,Follow-Digitization,201500,Local,CITY OF TORONTO,None,18644,18644,0.108619015,0.001010647
1295,1296,1296,1296,2015,2021, ,Bayview Ave,Front St E,Mill St, , , , , , , , , , ,Bi-Directional Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.35305648,43.65284832,-79.35369296,43.65362395,-79.35340412,43.65320804,100.883857,0,321,0,1295,1296,,,,,,,,,,,,Collector,,,,,,0.001010445
1296,1297,1297,1297,2016,2018, ,Bloor St W,Spadina Ave,Queen's Park, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.40387074,43.6666573,-79.39414141,43.66872026,-79.39900724,43.6676942,817.5266337,0,322,19,1296,1297,8408552,Bloor,St,W,None,Bloor St W,13463747,13463863,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,240114,240114,0.272216407,0.009945921
1297,1298,1298,1298,2016,2019, ,Bloor St W,Bathurst St,Spadina Ave, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.41120571,43.66511738,-79.40387074,43.6666573,-79.40754096,43.66590122,615.9234095,0,323,29,1297,1298,1142919,Bloor,St,W,None,Bloor St W,13464232,13464275,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,18539,18539,0.100935548,0.007495418
1299,1300,1300,1300,2019,0, ,Norway Ave,Woodbine Ave,Elmer Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.30719972,43.67219591,-79.30495191,43.67281072,-79.30606218,43.67243972,196.772283,0,324,7,1299,1300,20034398,Elmer,Ave,None,None,Elmer Ave,20034399,13462818,0,Not One-Way,201500,Local,CITY OF TORONTO,None,238543,238543,0.111012066,0.002353846
1302,1303,1303,1303,2002,0, ,Fort York Blvd,Bathurst St,Spadina Ave, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,2023-01-16T19:53:01, , ,-79.39300461,43.64056282,-79.4006408,43.63884122,-79.39683403,43.63974888,648.1411257,0,325,12,1302,1303,20035046,Fort York,Blvd,None,None,Fort York Blvd,13468134,20035047,0,Not One-Way,201400,Collector,CITY OF TORONTO,None,122518,122518,0.122168792,0.007848601
1303,1304,1304,1304,2019,0, ,Corley Ave,Woodbine Ave,Brookside Dr, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,2023-01-16T19:53:01, , ,-79.30896118,43.67646097,-79.30475415,43.67742424,-79.30685895,43.67695738,357.5149617,0,326,11,1303,1304,6295296,Corley,Ave,None,None,Corley Ave,13462048,13462000,-1,Against-Digitization,201500,Local,CITY OF TORONTO,None,26634,26634,0.083735201,0.004328927
1304,1305,1305,1305,2017,2020, ,Woodbine Ave,Kingston Rd,Gerrard St E, , , , , ,Cycle Track, , , , ,Cycle Track, , , , , ,2023-01-16T19:53:01, , ,-79.30792662,43.67392851,-79.31074748,43.68077535,-79.30933587,43.67735242,794.0090284,0,327,19,1304,1305,11653263,Woodbine,Ave,None,None,Woodbine Ave,13461733,13461421,0,Not One-Way,201200,Major Arterial,CITY OF TORONTO,None,25924,25924,0.203672518,0.007405208
