OID_,status,type,bicycle_cl,length,comfort_le,date_creat,time_creat,date_modif,time_modif,len_m,lenm,startx,starty,endx,endy,shape_id,OBJECTID,Join_Count,TARGET_FID,segment_id,full_name,built_stat,one_way,numeric_pr,name,street_typ,octant,plan_statu,ctp_class,ownership,date_creat_1,time_creat_1,date_modif_1,time_modif_1,date_mod_2,time_mod_2,lenkm,Shape_Length
2158,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,13:07.0,1296.898208260000047,1296.898208260000047,-114.0813897,51.043837600000003,-114.0835999,51.032410499999997,2158,2158,71,2157,2719,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-06-13 0:00,13:07.0,2003-12-02 0:00,00:00.0,0.175442193,0.011972669
2159,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,27:22.0,1782.954731959999890,1782.954731959999890,-114.0764003,50.933721700000000,-114.0789856,50.947866699999999,2159,2159,46,2158,50685,6 ST SW,Built,B,0,6,ST,SW,RP,Collector,Corporate,,,2021-06-13 0:00,27:22.0,2005-10-18 0:00,00:00.0,0.047179703,0.017659115
2160,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,33:01.0,1335.957666049999943,1335.957666049999943,-114.1645323,51.096471600000001,-114.1785318,51.102928499999997,2160,2160,22,2159,141140,53 ST NW,Built,FT,0,53,ST,NW,RP,Collector,Corporate,,,2021-06-13 0:00,33:01.0,2005-04-26 0:00,00:00.0,0.027698577,0.016410605
2161,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,45:11.0,556.812393827000051,556.812393827000051,-114.1140145,51.059127099999998,-114.1164968,51.063383500000000,2161,2161,17,2160,35587,22 ST NW,Built,B,0,22,ST,NW,RP,Residential Street,Corporate,,,2021-06-13 0:00,45:11.0,1999-07-21 0:00,00:00.0,0.056683583,0.005842935
2162,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,56:25.0,965.885372714000027,965.885372714000027,-114.1197654,51.081508800000002,-114.1178655,51.074834699999997,2162,2162,19,2161,48569,CAPITOL HILL CR NW,Built,B,0,CAPITOL HILL,CR,NW,RP,Residential Street,Corporate,,,2021-06-13 0:00,56:25.0,2005-02-28 0:00,00:00.0,0.06397172,0.010552726
2163,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,57:11.0,231.885048750000010,231.885048750000010,-114.1311916,51.072340799999999,-114.1312066,51.074424100000002,2163,2163,14,2162,39842,UDELL RD NW,Built,B,0,UDELL,RD,NW,RP,Residential Street,Corporate,,,2021-06-13 0:00,57:11.0,2004-03-31 0:00,00:00.0,0.050108501,0.002085972
2164,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-06-13 0:00,29:11.0,19.189184945600001,19.189184945600001,-114.0738287,50.954035699999999,-114.0736117,50.953930999999997,2164,2164,5,2163,140562,,Built,FT,0,,,,RP,Residential Street,Private,1999-07-21 0:00,00:00.0,2021-06-13 0:00,29:11.0,2004-01-05 0:00,00:00.0,0.079014246,0.000240951
2165,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-06-13 0:00,29:12.0,7.357787714120000,7.357787714120000,-114.0739117,50.954076000000001,-114.0738287,50.954035699999999,2165,2165,3,2164,140562,,Built,FT,0,,,,RP,Residential Street,Private,1999-07-21 0:00,00:00.0,2021-06-13 0:00,29:12.0,2004-01-05 0:00,00:00.0,0.079014246,9.22796E-05
2166,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,02:39.0,820.847392870000022,820.847392870000022,-114.1990942,51.095868500000002,-114.2107684,51.095871899999999,2166,2166,33,2165,28363,79 ST NW,Built,B,0,79,ST,NW,RP,Residential Street,Corporate,,,2021-06-13 0:00,02:39.0,2004-03-15 0:00,00:00.0,0.050292194,0.011693855
2167,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,30:52.0,2340.398482239999794,2340.398482239999794,-114.2574525,51.132425900000001,-114.2402751,51.116015900000001,2167,2167,72,2166,113173,TUSCANY WY NW,Built,FT,0,TUSCANY,WY,NW,RP,Collector,Corporate,,,2021-06-13 0:00,30:52.0,2017-10-18 0:00,11:59.0,0.010542906,0.025319674
2168,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2004-01-05 0:00,00:00.0,2021-06-13 0:00,29:12.0,6.197631791900000,6.197631791900000,-114.0730555,50.953887399999999,-114.0731437,50.953887500000000,2168,2168,7,2167,229459,,Built,B,0,,,,RP,Residential Street,Private,2004-01-05 0:00,00:00.0,2021-06-13 0:00,29:12.0,2010-05-18 0:00,03:27.0,0.00619758,8.82005E-05
2169,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-06-13 0:00,29:14.0,12.867597885300000,12.867597885300000,-114.0733268,50.953887600000002,-114.0731437,50.953887500000000,2169,2169,9,2168,229459,,Built,B,0,,,,RP,Residential Street,Private,1999-07-21 0:00,00:00.0,2021-06-13 0:00,29:14.0,2010-05-18 0:00,03:27.0,0.00619758,0.00018311
2170,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,26:35.0,615.033677939999961,615.033677939999961,-114.0951009,50.954170099999999,-114.0991105,50.957084399999999,2170,2170,16,2169,231662,107 AV SW,Built,B,0,107,AV,SW,RP,Collector,Corporate,,,2021-06-13 0:00,26:35.0,2004-12-07 0:00,00:00.0,0.109463748,0.007071611
2171,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,12:06.0,348.476114517999974,348.476114517999974,-114.0685832,51.037137100000002,-114.06362,51.036997100000001,2171,2171,8,2170,28398,18 AV SW,Built,B,0,18,AV,SW,RP,Collector,Corporate,,,2021-06-13 0:00,12:06.0,2004-12-06 0:00,00:00.0,0.145823287,0.004965177
2172,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-06-13 0:00,29:16.0,21.082359182200001,21.082359182200001,-114.0736117,50.953930999999997,-114.0733268,50.953887600000002,2172,2172,5,2171,119353,,Built,FT,0,,,,RP,Residential Street,Private,1999-07-21 0:00,00:00.0,2021-06-13 0:00,29:16.0,2004-01-05 0:00,00:00.0,0.012867553,0.000291187
2173,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,10:23.0,532.734968630000026,532.734968630000026,-113.9887581,51.050920300000001,-113.995296,51.049006200000001,2173,2173,19,2172,45036,30 ST SE,Built,B,0,30,ST,SE,RP,Residential Street,Corporate,,,2021-06-13 0:00,10:23.0,2004-12-06 0:00,00:00.0,0.175754624,0.006991559
2174,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,37:29.0,1930.829887240000062,1930.829887240000062,-113.9766615,51.023513299999998,-114.0000668,51.018695600000001,2174,2174,53,2173,41813,DOVER RIDGE CO SE,Built,B,0,DOVER RIDGE,CO,SE,RP,Residential Street,Corporate,,,2021-06-13 0:00,37:29.0,2002-02-27 0:00,00:00.0,0.070256664,0.025590011
2175,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,17:06.0,1025.862093870000081,1025.862093870000081,-114.1718782,51.042128599999998,-114.1709531,51.034973899999997,2175,2175,49,2174,106517,17 AV SW,Built,FT,0,17,AV,SW,RP,Arterial Street,Corporate,,,2021-06-13 0:00,17:06.0,2006-04-10 0:00,00:00.0,0.0287153,0.011170813
2176,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,28:45.0,2391.690751820000060,2391.690751820000060,-114.2689551,51.092635399999999,-114.2454859,51.095136400000001,2176,2176,76,2175,112473,200 VALLEY SPRINGS TC NW,Built,B,200.000000000000000,VALLEY SPRINGS,TC,NW,RP,Residential Street,Corporate,,,2021-06-13 0:00,28:45.0,2012-10-19 0:00,30:54.0,0.085116851,0.032209947
2177,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,04:59.0,1064.149155759999985,1064.149155759999985,-114.1993259,51.094086900000001,-114.1993146,51.084525100000000,2177,2177,54,2176,18207,77 ST NW,Built,B,0,77,ST,NW,RP,Arterial Street,Corporate,,,2021-06-13 0:00,04:59.0,2004-12-06 0:00,00:00.0,0.051559096,0.009569877
2178,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,16:18.0,768.670931919000054,768.670931919000054,-114.1412075,51.036251399999998,-114.1312513,51.036899200000001,2178,2178,45,2177,19888,37 ST SW,Built,B,0,37,ST,SW,RP,Neighbourhood Boulevard,Corporate,,,2021-06-13 0:00,16:18.0,2006-06-20 0:00,00:00.0,0.172403388,0.010585718
2179,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,47:52.0,971.961128039999949,971.961128039999949,-114.0050822,51.079640699999999,-114.01455,51.076879200000000,2179,2179,28,2178,37718,30 AV NE,Built,B,0,30,AV,NE,RP,Residential Street,Corporate,,,2021-06-13 0:00,47:52.0,1999-11-30 0:00,00:00.0,0.119532115,0.012239473
2180,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,46:28.0,2205.103483679999954,2205.103483679999954,-114.0051091,51.083581400000000,-113.9811952,51.088312799999997,2180,2180,88,2179,87558,39 AV NE,Built,FT,0,39,AV,NE,RP,Arterial Street,Corporate,,,2021-06-13 0:00,46:28.0,2005-11-15 0:00,00:00.0,0.02909073,0.028447781
2181,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,25:58.0,500.213780681000003,500.213780681000003,-114.1030268,50.957088900000002,-114.1057527,50.954047500000001,2181,2181,12,2180,33985,107 AV SW,Built,B,0,107,AV,SW,RP,Collector,Corporate,,,2021-06-13 0:00,25:58.0,2004-03-30 0:00,00:00.0,0.053722657,0.005529989
2182,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,34:57.0,614.789964779000002,614.789964779000002,-114.0211024,50.996968600000002,-114.0134222,50.997800300000002,2182,2182,21,2181,26450,,Built,B,0,,,,RP,Residential Street,Private,,,2021-06-13 0:00,34:57.0,1999-07-21 0:00,00:00.0,0.100612841,0.008292338
2183,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,59:25.0,1076.976548789999924,1076.976548789999924,-114.1295217,51.062431500000002,-114.1211568,51.063785299999999,2183,2183,20,2182,3955,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-06-13 0:00,59:25.0,2008-02-19 0:00,00:00.0,0.049715131,0.013842153
2184,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,18:58.0,614.260096425000029,614.260096425000029,-114.1092469,51.016047800000003,-114.1004936,51.016048400000003,2184,2184,31,2183,42500,19 ST SW,Built,B,0,19,ST,SW,RP,Collector,Corporate,,,2021-06-13 0:00,18:58.0,2002-07-08 0:00,00:00.0,0.05087475,0.008753361
2185,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,00:25.0,1321.167265309999948,1321.167265309999948,-114.1301624,51.070813700000002,-114.1295168,51.059611400000001,2185,2185,53,2184,34527,29 ST NW,Built,B,0,29,ST,NW,RP,Collector,Corporate,,,2021-06-13 0:00,00:25.0,2003-11-26 0:00,00:00.0,0.050943088,0.012743948
2186,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,31:38.0,765.680513743999995,765.680513743999995,-114.0232788,50.938140099999998,-114.0230246,50.931831699999996,2186,2186,14,2185,30331,QUEEN CHARLOTTE DR SE,Built,B,0,QUEEN CHARLOTTE,DR,SE,RP,Collector,Corporate,,,2021-06-13 0:00,31:38.0,2002-12-30 0:00,00:00.0,0.132732344,0.007598305
2187,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,29:40.0,1795.452095289999988,1795.452095289999988,-114.0652199,50.947061499999997,-114.0444817,50.942034499999998,2187,2187,55,2186,80430,LAKE BONAVISTA DR SE,Built,B,0,LAKE BONAVISTA,DR,SE,RP,Collector,Corporate,,,2021-06-13 0:00,29:40.0,1999-07-21 0:00,00:00.0,0.012285968,0.023115507
2188,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,54:33.0,445.279236190999995,445.279236190999995,-114.1116376,51.066860599999998,-114.1107838,51.063389000000001,2188,2188,16,2187,87508,16 AV NW,Built,FT,0,16,AV,NW,RP,Residential Street,Corporate,,,2021-06-13 0:00,54:33.0,1999-07-21 0:00,00:00.0,0.050897268,0.004313186
2189,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,46:34.0,449.399089032999996,449.399089032999996,-114.0449187,50.966005699999997,-114.0403664,50.965381100000002,2189,2189,13,2188,37335,ARCHWOOD RD SE,Built,B,0,ARCHWOOD,RD,SE,RP,Residential Street,Corporate,,,2021-06-13 0:00,46:34.0,2004-12-06 0:00,00:00.0,0.087796904,0.005435117
2190,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-06-13 0:00,52:57.0,1268.089250259999972,1268.089250259999972,-114.0674609,51.063366899999998,-114.0844349,51.063699399999997,2190,2190,92,2189,35889,13 AV NW,Built,B,0,13,AV,NW,RP,Collector,Corporate,,,2021-06-13 0:00,52:57.0,2009-01-22 0:00,00:00.0,0.031433494,0.017629851
2191,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,18:26.0,211.459353171999993,211.459353171999993,-114.0908331,51.024071999999997,-114.0903179,51.025774300000002,2191,2191,12,2190,43644,CARLETON ST SW,Built,B,0,CARLETON,ST,SW,RP,Residential Street,Corporate,,,2021-06-13 0:00,18:26.0,2004-12-06 0:00,00:00.0,0.078219031,0.002043943
2192,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-06-13 0:00,13:58.0,346.877664876999972,346.877664876999972,-114.1014236,51.038821900000002,-114.0970498,51.039521100000002,2192,2192,13,2191,33589,15 ST SW,Built,B,0,15,ST,SW,RP,Residential Street,Corporate,,,2021-06-13 0:00,13:58.0,2004-12-06 0:00,00:00.0,0.053337186,0.004642641
2193,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-06-13 0:00,53:28.0,12.864682766300000,12.864682766300000,-114.1783471,51.120121200000000,-114.1785307,51.120123900000003,2193,2193,7,2192,73528,RANCHLANDS BV NW,Built,FT,0,RANCHLANDS,BV,NW,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-06-13 0:00,53:28.0,2016-08-31 0:00,24:43.0,0.010971799,0.000183655
2194,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-06-13 0:00,53:31.0,22.896107027300001,22.896107027300001,-114.1785307,51.120123900000003,-114.1788573,51.120130400000001,2194,2194,7,2193,73528,RANCHLANDS BV NW,Built,FT,0,RANCHLANDS,BV,NW,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-06-13 0:00,53:31.0,2016-08-31 0:00,24:43.0,0.010971799,0.000326764
2195,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2000-01-05 0:00,00:00.0,2021-06-13 0:00,55:44.0,15.039585153399999,15.039585153399999,-114.132087,51.141631400000001,-114.1322323,51.141725200000003,2195,2195,8,2194,149395,HAMPTONS DR NW,Built,FT,0,HAMPTONS,DR,NW,RP,Collector,Corporate,2000-01-05 0:00,00:00.0,2021-06-13 0:00,55:44.0,2005-04-07 0:00,00:00.0,0.112627088,0.000177707
2196,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-06-13 0:00,35:49.0,12.129229946100001,12.129229946100001,-114.0520523,51.089679699999998,-114.0522251,51.089686299999997,2196,2196,7,2195,84966,EDMONTON TR NE,Built,FT,0,EDMONTON,TR,NE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-06-13 0:00,35:49.0,2007-08-01 0:00,00:00.0,0.036715767,0.000172928
2197,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-06-13 0:00,57:18.0,7.684306433450000,7.684306433450000,-114.1244388,51.083842099999998,-114.124358,51.083795400000000,2197,2197,4,2196,73029,CHARLESWOOD DR NW,Built,FT,0,CHARLESWOOD,DR,NW,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-06-13 0:00,57:18.0,1999-07-21 0:00,00:00.0,0.01918926,9.33253E-05
2198,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-06-13 0:00,57:19.0,17.328631330099999,17.328631330099999,-114.124358,51.083795400000000,-114.1241758,51.083690099999998,2198,2198,5,2197,73029,CHARLESWOOD DR NW,Built,FT,0,CHARLESWOOD,DR,NW,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-06-13 0:00,57:19.0,1999-07-21 0:00,00:00.0,0.01918926,0.000210454
2199,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2008-06-25 0:00,00:00.0,2021-06-13 0:00,51:51.0,11.825146324900000,11.825146324900000,-114.0729267,51.063956900000001,-114.0730238,51.063885399999997,2199,2199,11,2198,778313,13 AV NW,Built,FT,0,13,AV,NW,RP,Collector,Corporate,2008-06-25 0:00,00:00.0,2021-06-13 0:00,51:51.0,2016-10-05 0:00,08:23.0,0.011941289,0.000136065
2200,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2008-06-25 0:00,00:00.0,2021-06-13 0:00,51:51.0,11.874037491199999,11.874037491199999,-114.0728286,51.063885499999998,-114.0729267,51.063956900000001,2200,2200,11,2199,778313,13 AV NW,Built,FT,0,13,AV,NW,RP,Collector,Corporate,2008-06-25 0:00,00:00.0,2021-06-13 0:00,51:51.0,2016-10-05 0:00,08:23.0,0.011941289,0.000136849
2201,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2008-06-25 0:00,00:00.0,2021-06-13 0:00,51:52.0,11.785236224000000,11.785236224000000,-114.0742287,51.063884399999999,-114.0743281,51.063954500000001,2201,2201,11,2200,778304,5 ST NW,Built,FT,0,5,ST,NW,RP,Residential Street,Corporate,2008-06-25 0:00,00:00.0,2021-06-13 0:00,51:52.0,2016-10-05 0:00,05:59.0,0.013498155,0.000136456
2202,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2008-06-25 0:00,00:00.0,2021-06-13 0:00,51:55.0,11.732516505300000,11.732516505300000,-114.0743281,51.063954500000001,-114.0744265,51.063884199999997,2202,2202,11,2201,778304,5 ST NW,Built,FT,0,5,ST,NW,RP,Residential Street,Corporate,2008-06-25 0:00,00:00.0,2021-06-13 0:00,51:55.0,2016-10-05 0:00,05:59.0,0.013498155,0.000135596
